Elapsed Time (us),Slant Range (km),Elevation (degrees),Path Loss (dB),Atmospheric Loss (dB),Rainfall Loss (dB),Pointing Loss (dB),Doppler Shift (Hz),Link Margin (dB)
2026-07-18 01:03:17.989000 UTC,832.154,85.9026,0,0,0,0,4994.26,188.176
2026-07-18 01:03:17.990000 UTC,832.153,85.9028,0,0,0,0,4992.69,188.176
2026-07-18 01:03:17.991000 UTC,832.153,85.903,0,0,0,0,4991.11,188.176
2026-07-18 01:03:17.992000 UTC,832.153,85.9032,0,0,0,0,4989.54,188.176
2026-07-18 01:03:17.993000 UTC,832.153,85.9033,0,0,0,0,4987.97,188.176
2026-07-18 01:03:17.994000 UTC,832.153,85.9035,0,0,0,0,4986.4,188.176
2026-07-18 01:03:17.995000 UTC,832.153,85.9037,0,0,0,0,4984.82,188.176
2026-07-18 01:03:17.996000 UTC,832.152,85.9039,0,0,0,0,4983.25,188.176
2026-07-18 01:03:17.997000 UTC,832.152,85.9041,0,0,0,0,4981.68,188.176
2026-07-18 01:03:17.998000 UTC,832.152,85.9043,0,0,0,0,4980.11,188.176
2026-07-18 01:03:17.999000 UTC,832.152,85.9045,0,0,0,0,4978.54,188.176
2026-07-18 01:03:18.000000 UTC,832.152,85.9047,0,0,0,0,4976.96,188.176
2026-07-18 01:03:18.001000 UTC,832.151,85.9049,0,0,0,0,4975.39,188.176
2026-07-18 01:03:18.002000 UTC,832.151,85.9051,0,0,0,0,4973.82,188.176
2026-07-18 01:03:18.003000 UTC,832.151,85.9053,0,0,0,0,4972.25,188.176
2026-07-18 01:03:18.004000 UTC,832.151,85.9055,0,0,0,0,4970.67,188.176
2026-07-18 01:03:18.005000 UTC,832.151,85.9057,0,0,0,0,4969.1,188.176
2026-07-18 01:03:18.006000 UTC,832.15,85.9059,0,0,0,0,4967.53,188.176
2026-07-18 01:03:18.007000 UTC,832.15,85.9061,0,0,0,0,4965.96,188.176
2026-07-18 01:03:18.008000 UTC,832.15,85.9063,0,0,0,0,4964.38,188.176
2026-07-18 01:03:18.009000 UTC,832.15,85.9065,0,0,0,0,4962.81,188.176
2026-07-18 01:03:18.010000 UTC,832.15,85.9067,0,0,0,0,4961.24,188.176
2026-07-18 01:03:18.011000 UTC,832.149,85.9069,0,0,0,0,4959.67,188.176
2026-07-18 01:03:18.012000 UTC,832.149,85.9071,0,0,0,0,4958.1,188.176
2026-07-18 01:03:18.013000 UTC,832.149,85.9073,0,0,0,0,4956.52,188.176
2026-07-18 01:03:18.014000 UTC,832.149,85.9075,0,0,0,0,4954.95,188.176
2026-07-18 01:03:18.015000 UTC,832.149,85.9077,0,0,0,0,4953.38,188.176
2026-07-18 01:03:18.016000 UTC,832.149,85.9079,0,0,0,0,4951.81,188.176
2026-07-18 01:03:18.017000 UTC,832.148,85.9081,0,0,0,0,4950.23,188.176
2026-07-18 01:03:18.018000 UTC,832.148,85.9083,0,0,0,0,4948.66,188.176
2026-07-18 01:03:18.019000 UTC,832.148,85.9085,0,0,0,0,4947.09,188.176
2026-07-18 01:03:18.020000 UTC,832.148,85.9087,0,0,0,0,4945.52,188.176
2026-07-18 01:03:18.021000 UTC,832.148,85.9088,0,0,0,0,4943.94,188.176
2026-07-18 01:03:18.022000 UTC,832.147,85.909,0,0,0,0,4942.37,188.176
2026-07-18 01:03:18.023000 UTC,832.147,85.9092,0,0,0,0,4940.8,188.176
2026-07-18 01:03:18.024000 UTC,832.147,85.9094,0,0,0,0,4939.23,188.176
2026-07-18 01:03:18.025000 UTC,832.147,85.9096,0,0,0,0,4937.65,188.176
2026-07-18 01:03:18.026000 UTC,832.147,85.9098,0,0,0,0,4936.08,188.176
2026-07-18 01:03:18.027000 UTC,832.146,85.91,0,0,0,0,4934.51,188.176
2026-07-18 01:03:18.028000 UTC,832.146,85.9102,0,0,0,0,4932.94,188.176
2026-07-18 01:03:18.029000 UTC,832.146,85.9104,0,0,0,0,4931.37,188.176
2026-07-18 01:03:18.030000 UTC,832.146,85.9106,0,0,0,0,4929.79,188.176
2026-07-18 01:03:18.031000 UTC,832.146,85.9108,0,0,0,0,4928.22,188.176
2026-07-18 01:03:18.032000 UTC,832.145,85.911,0,0,0,0,4926.65,188.176
2026-07-18 01:03:18.033000 UTC,832.145,85.9112,0,0,0,0,4925.08,188.176
2026-07-18 01:03:18.034000 UTC,832.145,85.9114,0,0,0,0,4923.5,188.176
2026-07-18 01:03:18.035000 UTC,832.145,85.9116,0,0,0,0,4921.93,188.176
2026-07-18 01:03:18.036000 UTC,832.145,85.9118,0,0,0,0,4920.36,188.176
2026-07-18 01:03:18.037000 UTC,832.145,85.912,0,0,0,0,4918.79,188.176
2026-07-18 01:03:18.038000 UTC,832.144,85.9122,0,0,0,0,4917.22,188.176
2026-07-18 01:03:18.039000 UTC,832.144,85.9124,0,0,0,0,4915.64,188.176
2026-07-18 01:03:18.040000 UTC,832.144,85.9126,0,0,0,0,4914.07,188.176
2026-07-18 01:03:18.041000 UTC,832.144,85.9127,0,0,0,0,4912.5,188.176
2026-07-18 01:03:18.042000 UTC,832.144,85.9129,0,0,0,0,4910.93,188.176
2026-07-18 01:03:18.043000 UTC,832.143,85.9131,0,0,0,0,4909.35,188.176
2026-07-18 01:03:18.044000 UTC,832.143,85.9133,0,0,0,0,4907.78,188.176
2026-07-18 01:03:18.045000 UTC,832.143,85.9135,0,0,0,0,4906.21,188.176
2026-07-18 01:03:18.046000 UTC,832.143,85.9137,0,0,0,0,4904.64,188.176
2026-07-18 01:03:18.047000 UTC,832.143,85.9139,0,0,0,0,4903.06,188.176
2026-07-18 01:03:18.048000 UTC,832.142,85.9141,0,0,0,0,4901.49,188.176
2026-07-18 01:03:18.049000 UTC,832.142,85.9143,0,0,0,0,4899.92,188.176
2026-07-18 01:03:18.050000 UTC,832.142,85.9145,0,0,0,0,4898.35,188.176
2026-07-18 01:03:18.051000 UTC,832.142,85.9147,0,0,0,0,4896.77,188.176
2026-07-18 01:03:18.052000 UTC,832.142,85.9149,0,0,0,0,4895.2,188.176
2026-07-18 01:03:18.053000 UTC,832.142,85.9151,0,0,0,0,4893.63,188.176
2026-07-18 01:03:18.054000 UTC,832.141,85.9153,0,0,0,0,4892.06,188.176
2026-07-18 01:03:18.055000 UTC,832.141,85.9155,0,0,0,0,4890.49,188.176
2026-07-18 01:03:18.056000 UTC,832.141,85.9157,0,0,0,0,4888.91,188.176
2026-07-18 01:03:18.057000 UTC,832.141,85.9159,0,0,0,0,4887.34,188.176
2026-07-18 01:03:18.058000 UTC,832.141,85.916,0,0,0,0,4885.77,188.176
2026-07-18 01:03:18.059000 UTC,832.14,85.9162,0,0,0,0,4884.2,188.176
2026-07-18 01:03:18.060000 UTC,832.14,85.9164,0,0,0,0,4882.62,188.176
2026-07-18 01:03:18.061000 UTC,832.14,85.9166,0,0,0,0,4881.05,188.176
2026-07-18 01:03:18.062000 UTC,832.14,85.9168,0,0,0,0,4879.48,188.176
2026-07-18 01:03:18.063000 UTC,832.14,85.917,0,0,0,0,4877.91,188.176
2026-07-18 01:03:18.064000 UTC,832.139,85.9172,0,0,0,0,4876.33,188.176
2026-07-18 01:03:18.065000 UTC,832.139,85.9174,0,0,0,0,4874.76,188.176
2026-07-18 01:03:18.066000 UTC,832.139,85.9176,0,0,0,0,4873.19,188.176
2026-07-18 01:03:18.067000 UTC,832.139,85.9178,0,0,0,0,4871.62,188.176
2026-07-18 01:03:18.068000 UTC,832.139,85.918,0,0,0,0,4870.04,188.176
2026-07-18 01:03:18.069000 UTC,832.139,85.9182,0,0,0,0,4868.47,188.176
2026-07-18 01:03:18.070000 UTC,832.138,85.9184,0,0,0,0,4866.9,188.176
2026-07-18 01:03:18.071000 UTC,832.138,85.9186,0,0,0,0,4865.33,188.176
2026-07-18 01:03:18.072000 UTC,832.138,85.9187,0,0,0,0,4863.75,188.176
2026-07-18 01:03:18.073000 UTC,832.138,85.9189,0,0,0,0,4862.18,188.176
2026-07-18 01:03:18.074000 UTC,832.138,85.9191,0,0,0,0,4860.61,188.176
2026-07-18 01:03:18.075000 UTC,832.137,85.9193,0,0,0,0,4859.04,188.176
2026-07-18 01:03:18.076000 UTC,832.137,85.9195,0,0,0,0,4857.47,188.176
2026-07-18 01:03:18.077000 UTC,832.137,85.9197,0,0,0,0,4855.89,188.176
2026-07-18 01:03:18.078000 UTC,832.137,85.9199,0,0,0,0,4854.32,188.176
2026-07-18 01:03:18.079000 UTC,832.137,85.9201,0,0,0,0,4852.75,188.176
2026-07-18 01:03:18.080000 UTC,832.136,85.9203,0,0,0,0,4851.18,188.176
2026-07-18 01:03:18.081000 UTC,832.136,85.9205,0,0,0,0,4849.6,188.176
2026-07-18 01:03:18.082000 UTC,832.136,85.9207,0,0,0,0,4848.03,188.176
2026-07-18 01:03:18.083000 UTC,832.136,85.9209,0,0,0,0,4846.46,188.176
2026-07-18 01:03:18.084000 UTC,832.136,85.9211,0,0,0,0,4844.89,188.176
2026-07-18 01:03:18.085000 UTC,832.136,85.9212,0,0,0,0,4843.31,188.176
2026-07-18 01:03:18.086000 UTC,832.135,85.9214,0,0,0,0,4841.74,188.176
2026-07-18 01:03:18.087000 UTC,832.135,85.9216,0,0,0,0,4840.17,188.176
2026-07-18 01:03:18.088000 UTC,832.135,85.9218,0,0,0,0,4838.6,188.176
2026-07-18 01:03:18.089000 UTC,832.135,85.922,0,0,0,0,4837.02,188.176
2026-07-18 01:03:18.090000 UTC,832.135,85.9222,0,0,0,0,4835.45,188.176
2026-07-18 01:03:18.091000 UTC,832.134,85.9224,0,0,0,0,4833.88,188.176
2026-07-18 01:03:18.092000 UTC,832.134,85.9226,0,0,0,0,4832.31,188.176
2026-07-18 01:03:18.093000 UTC,832.134,85.9228,0,0,0,0,4830.73,188.176
